year,annex2_OWID,annex1_OWID,nona1_OWID,annex2_PRIMAP,annex1_PRIMAP,nona1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,nona1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,nona1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,nona1_GCP_OSCAR,annex2_GCP_LUCE,annex1_GCP_LUCE,nona1_GCP_LUCE,annex2_EDGAR,annex1_EDGAR,nona1_EDGAR,annex2_ClimateWatch,annex1_ClimateWatch,nona1_ClimateWatch
1770,13.097,13.097,0.000,12.423,12.423,0.005,,,,,,,,,,,,,,,,,,
1771,13.369,13.369,0.000,13.771,13.771,0.006,,,,,,,,,,,,,,,,,,
1772,13.624,13.624,0.000,13.775,13.775,0.006,,,,,,,,,,,,,,,,,,
1773,13.808,13.808,0.000,13.779,13.779,0.006,,,,,,,,,,,,,,,,,,
1774,14.012,14.012,0.000,13.783,13.783,0.006,,,,,,,,,,,,,,,,,,
1775,14.339,14.339,0.000,13.787,13.787,0.006,,,,,,,,,,,,,,,,,,
1776,14.654,14.654,0.000,15.209,15.209,0.006,,,,,,,,,,,,,,,,,,
1777,14.960,14.960,0.000,15.261,15.261,0.006,,,,,,,,,,,,,,,,,,
1778,15.243,15.243,0.000,15.315,15.315,0.006,,,,,,,,,,,,,,,,,,
1779,15.535,15.535,0.000,15.370,15.371,0.006,,,,,,,,,,,,,,,,,,
1780,15.879,15.879,0.000,15.431,15.431,0.006,,,,,,,,,,,,,,,,,,
1781,16.234,16.234,0.000,17.291,17.292,0.006,,,,,,,,,,,,,,,,,,
1782,16.581,16.581,0.000,17.356,17.356,0.006,,,,,,,,,,,,,,,,,,
1783,17.063,17.063,0.000,17.427,17.428,0.006,,,,,,,,,,,,,,,,,,
1784,17.471,17.471,0.000,17.498,17.498,0.006,,,,,,,,,,,,,,,,,,
1785,17.965,17.965,0.000,17.579,17.579,0.006,,,,,,,,,,,,,,,,,,
1786,18.447,18.447,0.000,19.952,19.952,0.006,,,,,,,,,,,,,,,,,,
1787,18.859,18.859,0.000,20.034,20.035,0.006,,,,,,,,,,,,,,,,,,
1788,19.286,19.286,0.000,20.116,20.117,0.006,,,,,,,,,,,,,,,,,,
1789,19.863,19.863,0.000,20.205,20.206,0.007,,,,,,,,,,,,,,,,,,
1790,20.398,20.398,0.000,20.296,20.297,0.007,,,,,,,,,,,,,,,,,,
1791,20.932,20.932,0.000,22.643,22.644,0.007,,,,,,,,,,,,,,,,,,
1792,21.929,21.929,0.000,23.250,23.250,0.007,,,,,,,,,,,,,,,,,,
1793,22.297,22.297,0.000,23.362,23.362,0.007,,,,,,,,,,,,,,,,,,
1794,22.520,22.520,0.000,23.421,23.422,0.007,,,,,,,,,,,,,,,,,,
1795,22.315,22.315,0.000,23.531,23.532,0.007,,,,,,,,,,,,,,,,,,
1796,22.121,22.121,0.000,24.707,24.707,0.007,,,,,,,,,,,,,,,,,,
1797,22.090,22.090,0.000,25.964,25.965,0.007,,,,,,,,,,,,,,,,,,
1798,23.106,23.106,0.000,27.081,27.082,0.007,,,,,,,,,,,,,,,,,,
